,STATE,DISTRICT,CASES,cluster
539,MADHYA PRADESH,BURHANPUR,16047,Very low crime area
540,MADHYA PRADESH,CHHATARPUR,60343,High crime area
541,MADHYA PRADESH,CHHINDWARA,63601,High crime area
542,MADHYA PRADESH,CYBER CELL,0,Very low crime area
543,MADHYA PRADESH,DAMOH,40121,Low crime area
544,MADHYA PRADESH,DATIA,2783,Very low crime area
545,MADHYA PRADESH,DATIYA,29677,Low crime area
546,MADHYA PRADESH,DEWAS,83672,High crime area
547,MADHYA PRADESH,DHAR,76662,High crime area
548,MADHYA PRADESH,DINDORI,16305,Very low crime area
549,MADHYA PRADESH,GUNA,55019,High crime area
550,MADHYA PRADESH,GWALIOR,134857,Very high crime area
551,MADHYA PRADESH,HARDA,17028,Very low crime area
552,MADHYA PRADESH,HOSHANGABAD,49812,Low crime area
553,MADHYA PRADESH,INDORE,152842,Very high crime area
554,MADHYA PRADESH,INDORE RAILWAY,552,Very low crime area
555,MADHYA PRADESH,INDORE RLY.,4158,Very low crime area
556,MADHYA PRADESH,JABALPUR,143154,Very high crime area
557,MADHYA PRADESH,JABALPUR RAILWAY,1159,Very low crime area
558,MADHYA PRADESH,JABALPUR RLY.,6968,Very low crime area
559,MADHYA PRADESH,JHABUA,34512,Low crime area
560,MADHYA PRADESH,KATNI,41389,Low crime area
561,MADHYA PRADESH,KHANDWA,48640,Low crime area
562,MADHYA PRADESH,KHARGON,53001,High crime area
563,MADHYA PRADESH,KHARGONE,4533,Very low crime area
564,MADHYA PRADESH,MANDLA,26762,Low crime area
565,MADHYA PRADESH,MANDSAUR,47009,Low crime area
566,MADHYA PRADESH,MORENA,71820,High crime area
567,MADHYA PRADESH,NARSINGHPUR,38205,Low crime area
568,MADHYA PRADESH,NEEMUCH,30774,Low crime area
569,MADHYA PRADESH,PANNA,25303,Low crime area
570,MADHYA PRADESH,RAISEN,53522,High crime area
571,MADHYA PRADESH,RAJGARH,64217,High crime area
572,MADHYA PRADESH,RATLAM,51740,High crime area
573,MADHYA PRADESH,REWA,70027,High crime area
574,MADHYA PRADESH,SAGAR,110707,Very high crime area
575,MADHYA PRADESH,SATNA,76419,High crime area
576,MADHYA PRADESH,SEHORE,5006,Very low crime area
577,MADHYA PRADESH,SEONI,35563,Low crime area
578,MADHYA PRADESH,SHAHDOL,48083,Low crime area
579,MADHYA PRADESH,SHAJAPUR,49496,Low crime area
580,MADHYA PRADESH,SHEOPUR,17557,Very low crime area
581,MADHYA PRADESH,SHIVPURI,61626,High crime area
582,MADHYA PRADESH,SIDHI,45438,Low crime area
583,MADHYA PRADESH,SIHORE,45836,Low crime area
584,MADHYA PRADESH,SINGRAULI,17116,Very low crime area
585,MADHYA PRADESH,TIKAMGARH,44550,Low crime area
587,MADHYA PRADESH,UJJAIN,114952,Very high crime area
588,MADHYA PRADESH,UMARIA,2172,Very low crime area
589,MADHYA PRADESH,UMARIYA,17162,Very low crime area
590,MADHYA PRADESH,VIDISHA,60735,High crime area
592,MAHARASHTRA,AHMEDNAGAR,86653,High crime area
593,MAHARASHTRA,AKOLA,57753,High crime area
594,MAHARASHTRA,AMRAVATI COMMR.,38940,Low crime area
595,MAHARASHTRA,AMRAVATI RURAL,60144,High crime area
596,MAHARASHTRA,AURANGABAD COMMR.,45226,Low crime area
597,MAHARASHTRA,AURANGABAD RURAL,44283,Low crime area
598,MAHARASHTRA,BEED,58717,High crime area
599,MAHARASHTRA,BHANDARA,32610,Low crime area
600,MAHARASHTRA,BULDHANA,55666,High crime area
601,MAHARASHTRA,CHANDRAPUR,53415,High crime area
602,MAHARASHTRA,DHULE,35104,Low crime area
603,MAHARASHTRA,GADCHIROLI,16772,Very low crime area
604,MAHARASHTRA,GONDIA,27437,Low crime area
605,MAHARASHTRA,HINGOLI,23767,Low crime area
606,MAHARASHTRA,JALGAON,67781,High crime area
607,MAHARASHTRA,JALNA,39707,Low crime area
608,MAHARASHTRA,KOLHAPUR,54287,High crime area
609,MAHARASHTRA,LATUR,48219,Low crime area
610,MAHARASHTRA,MUMBAI,141815,Very high crime area
611,MAHARASHTRA,MUMBAI COMMR.,152842,Very high crime area
612,MAHARASHTRA,MUMBAI RAILWAY,3141,Very low crime area
613,MAHARASHTRA,MUMBAI RLY.,27878,Low crime area
614,MAHARASHTRA,NAGPUR COMMR.,124195,Very high crime area
615,MAHARASHTRA,NAGPUR RAILWAY,1768,Very low crime area
616,MAHARASHTRA,NAGPUR RLY.,15402,Very low crime area
617,MAHARASHTRA,NAGPUR RURAL,62816,High crime area
618,MAHARASHTRA,NANDED,72134,High crime area
619,MAHARASHTRA,NANDURBAR,19026,Very low crime area
620,MAHARASHTRA,NASIK COMMR.,48407,Low crime area
621,MAHARASHTRA,NASIK RURAL,70415,High crime area
622,MAHARASHTRA,NAVI MUMBAI,62768,High crime area
623,MAHARASHTRA,OSMANABAD,40165,Low crime area
624,MAHARASHTRA,PALGHAR,4692,Very low crime area
625,MAHARASHTRA,PARBHANI,38773,Low crime area
626,MAHARASHTRA,PUNE COMMR.,152842,Very high crime area
627,MAHARASHTRA,PUNE RAILWAY,676,Very low crime area
628,MAHARASHTRA,PUNE RLY.,4971,Very low crime area
629,MAHARASHTRA,PUNE RURAL,93705,High crime area
630,MAHARASHTRA,RAIGAD,31447,Low crime area
631,MAHARASHTRA,RATNAGIRI,20557,Low crime area
632,MAHARASHTRA,SANGLI,42033,Low crime area
633,MAHARASHTRA,SATARA,60848,High crime area
634,MAHARASHTRA,SINDHUDURG,11361,Very low crime area
635,MAHARASHTRA,SOLAPUR COMMR.,24658,Low crime area
636,MAHARASHTRA,SOLAPUR RURAL,58024,High crime area
637,MAHARASHTRA,THANE COMMR.,126475,Very high crime area
638,MAHARASHTRA,THANE RURAL,72352,High crime area
640,MAHARASHTRA,WARDHA,53579,High crime area
641,MAHARASHTRA,WASHIM,30179,Low crime area
642,MAHARASHTRA,YAVATMAL,81439,High crime area
644,MANIPUR,BISHNUPUR,4153,Very low crime area
645,MANIPUR,C. I. D.,0,Very low crime area
646,MANIPUR,CHANDEL,1034,Very low crime area
647,MANIPUR,CHURACHANDPUR,1789,Very low crime area
648,MANIPUR,CID,9,Very low crime area
649,MANIPUR,IMPHAL EAST,5398,Very low crime area
650,MANIPUR,IMPHAL WEST,11290,Very low crime area
651,MANIPUR,IMPHAL(EAST),2176,Very low crime area
652,MANIPUR,IMPHAL(WEST),5146,Very low crime area
653,MANIPUR,SENAPATI,1964,Very low crime area
654,MANIPUR,TAMENGLONG,678,Very low crime area
655,MANIPUR,THOUBAL,7331,Very low crime area
657,MANIPUR,UKHRUL,923,Very low crime area
659,MEGHALAYA,GARO HILLS EAST,2118,Very low crime area
660,MEGHALAYA,GARO HILLS NORTH,280,Very low crime area
661,MEGHALAYA,GARO HILLS SOUTH,1065,Very low crime area
662,MEGHALAYA,GARO HILLS SOUTH W.,92,Very low crime area
663,MEGHALAYA,GARO HILLS SOUTH WEST,65,Very low crime area
664,MEGHALAYA,GARO HILLS WEST,5235,Very low crime area
665,MEGHALAYA,JAINTIA HILLS,3821,Very low crime area
666,MEGHALAYA,JAINTIA HILLS EAST,573,Very low crime area
667,MEGHALAYA,JAINTIA HILLS WEST,585,Very low crime area
668,MEGHALAYA,KHASI HILLS EAST,12561,Very low crime area
669,MEGHALAYA,KHASI HILLS SOUTH W.,82,Very low crime area
670,MEGHALAYA,KHASI HILLS SOUTH WEST,59,Very low crime area
671,MEGHALAYA,KHASI HILLS WEST,2428,Very low crime area
672,MEGHALAYA,RI-BHOI,3221,Very low crime area
675,MIZORAM,AIZAWL,14589,Very low crime area
676,MIZORAM,CHAMPHAI,2752,Very low crime area
677,MIZORAM,KOLASIB,2773,Very low crime area
678,MIZORAM,LAWNGTLAI,1823,Very low crime area
679,MIZORAM,LUNGLEI,3483,Very low crime area
680,MIZORAM,MAMIT,1152,Very low crime area
681,MIZORAM,SAIHA,2101,Very low crime area
682,MIZORAM,SERCHHIP,1289,Very low crime area
683,MIZORAM,SPL NARCOTIC,1,Very low crime area
684,MIZORAM,SPL TRAFFIC,20,Very low crime area
686,MIZORAM,TRAFFIC PS,12,Very low crime area
688,NAGALAND,DIBRUGARH,6499,Very low crime area
689,NAGALAND,KIPHIRE,250,Very low crime area
690,NAGALAND,KOHIMA,3071,Very low crime area
691,NAGALAND,LONGLENG,113,Very low crime area
692,NAGALAND,MOKOKCHUNG,995,Very low crime area
693,NAGALAND,MON,860,Very low crime area
694,NAGALAND,PEREN,357,Very low crime area
695,NAGALAND,PHEK,760,Very low crime area
697,NAGALAND,TUENSANG,663,Very low crime area
698,NAGALAND,WOKHA,1079,Very low crime area
699,NAGALAND,ZUNHEBOTO,859,Very low crime area
701,ODISHA,ANGUL,35492,Low crime area
702,ODISHA,BALASORE,44156,Low crime area
703,ODISHA,BARAGARH,21008,Low crime area
704,ODISHA,BERHAMPUR,19123,Very low crime area
705,ODISHA,BHADRAK,27671,Low crime area
706,ODISHA,BOLANGIR,25726,Low crime area
707,ODISHA,BOUDH,6609,Very low crime area
708,ODISHA,CUTTACK,45903,Low crime area
709,ODISHA,DCP BBSR,32209,Low crime area
710,ODISHA,DCP CTC,17085,Very low crime area
711,ODISHA,DEOGARH,7743,Very low crime area
712,ODISHA,DHENKANAL,23285,Low crime area
713,ODISHA,GAJAPATI,5919,Very low crime area
714,ODISHA,GANJAM,29304,Low crime area
715,ODISHA,JAGATSINGHPUR,21822,Low crime area
716,ODISHA,JAJPUR,30789,Low crime area
717,ODISHA,JHARSUGUDA,16569,Very low crime area
718,ODISHA,KALAHANDI,18792,Very low crime area
719,ODISHA,KANDHAMAL,13435,Very low crime area
720,ODISHA,KENDRAPARA,20201,Low crime area
721,ODISHA,KEONJHAR,31136,Low crime area
722,ODISHA,KHUNTI,50559,Low crime area
723,ODISHA,KOPPAL,20487,Low crime area
724,ODISHA,MALKANGIR,5819,Very low crime area
725,ODISHA,MALKANGIRI,419,Very low crime area
726,ODISHA,MAYURBHANJ,33156,Low crime area
727,ODISHA,NABARANGPUR,1694,Very low crime area
728,ODISHA,NAYAGARH,15738,Very low crime area
729,ODISHA,NOWRANGPUR,11451,Very low crime area
730,ODISHA,NUAPADA,10489,Very low crime area
731,ODISHA,PURI,40805,Low crime area
732,ODISHA,RAYAGADA,13000,Very low crime area
733,ODISHA,ROURKELA,23392,Low crime area
734,ODISHA,SAMBALPUR,32614,Low crime area
735,ODISHA,SONEPUR,7171,Very low crime area
736,ODISHA,SRP (CUTTACK),546,Very low crime area
737,ODISHA,SRP (ROURKELA),460,Very low crime area
738,ODISHA,SRP(CUTTACK),6498,Very low crime area
739,ODISHA,SRP(ROURKELA),4336,Very low crime area
740,ODISHA,SUNDARGARH,21617,Low crime area
743,PUDUCHERRY,KARAIKAL,6605,Very low crime area
744,PUDUCHERRY,PONDICHERRY,30419,Low crime area
745,PUDUCHERRY,PUDUCHERRY,24431,Low crime area
748,PUNJAB,AMRITSAR,15877,Very low crime area
749,PUNJAB,AMRITSAR RURAL,7454,Very low crime area
750,PUNJAB,BARNALA,8938,Very low crime area
751,PUNJAB,BATALA,11834,Very low crime area
752,PUNJAB,BATHINDA,2117,Very low crime area
753,PUNJAB,BHATINDA,21586,Low crime area
754,PUNJAB,CP AMRITSAR,9254,Very low crime area
755,PUNJAB,CP JALANDHAR,9700,Very low crime area
756,PUNJAB,CP LUDHIANA,16881,Very low crime area
757,PUNJAB,FARIDKOT,10137,Very low crime area
758,PUNJAB,FATEHGARH SAHIB,11068,Very low crime area
759,PUNJAB,FAZILKA,3542,Very low crime area
760,PUNJAB,FEROZEPUR,7333,Very low crime area
761,PUNJAB,FEROZPUR,14388,Very low crime area
762,PUNJAB,G. R. P.,372,Very low crime area
763,PUNJAB,G.R.P,4901,Very low crime area
764,PUNJAB,GURDASPUR,12390,Very low crime area
765,PUNJAB,HOSHIARPUR,20591,Low crime area
766,PUNJAB,JAGRAON,5444,Very low crime area
767,PUNJAB,JALANDHAR,30397,Low crime area
768,PUNJAB,JALANDHAR RURAL,6175,Very low crime area
769,PUNJAB,KAPURTHALA,15831,Very low crime area
770,PUNJAB,KHANNA,12018,Very low crime area
771,PUNJAB,LUDHIANA,33313,Low crime area
772,PUNJAB,LUDHIANA RURAL,5390,Very low crime area
773,PUNJAB,MAJITHA,4151,Very low crime area
774,PUNJAB,MANSA,9220,Very low crime area
775,PUNJAB,MOGA,14587,Very low crime area
776,PUNJAB,MUKTSAR,9891,Very low crime area
777,PUNJAB,NAWAN SHAHR,5181,Very low crime area
778,PUNJAB,PATHANKOT,2032,Very low crime area
779,PUNJAB,PATIALA,41928,Low crime area
780,PUNJAB,ROPAR,15179,Very low crime area
781,PUNJAB,SANGRUR,22783,Low crime area
782,PUNJAB,SAS NAGAR,2408,Very low crime area
783,PUNJAB,SAS NGR,16329,Very low crime area
784,PUNJAB,SBS NAGAR,5138,Very low crime area
785,PUNJAB,TARN TARAN,12197,Very low crime area
788,RAJASTHAN,AJMER,95564,High crime area
789,RAJASTHAN,ALWAR,128797,Very high crime area
790,RAJASTHAN,BANSWARA,37746,Low crime area
791,RAJASTHAN,BARAN,47233,Low crime area
792,RAJASTHAN,BARMER,42161,Low crime area
793,RAJASTHAN,BHARATPUR,111468,Very high crime area
794,RAJASTHAN,BHILWARA,77477,High crime area
795,RAJASTHAN,BIKANER,56127,High crime area
796,RAJASTHAN,BUNDI,48396,Low crime area
797,RAJASTHAN,CHITTORGARH,77983,High crime area
798,RAJASTHAN,CHURU,41521,Low crime area
799,RAJASTHAN,DAUSA,62354,High crime area
800,RAJASTHAN,DHOLPUR,48567,Low crime area
801,RAJASTHAN,DISCOM,0,Very low crime area
802,RAJASTHAN,DUNGARPUR,27518,Low crime area
803,RAJASTHAN,G.R.P.,8236,Very low crime area
804,RAJASTHAN,G.R.P. AJMER,617,Very low crime area
805,RAJASTHAN,G.R.P. JODHPUR,149,Very low crime area
806,RAJASTHAN,G.R.P.AJMER,3629,Very low crime area
807,RAJASTHAN,G.R.P.JODHPUR,639,Very low crime area
808,RAJASTHAN,GANGANAGAR,76151,High crime area
809,RAJASTHAN,HANUMANGARH,53432,High crime area
810,RAJASTHAN,JAIPUR,99527,Very high crime area
811,RAJASTHAN,JAIPUR EAST,61170,High crime area
812,RAJASTHAN,JAIPUR NORTH,33303,Low crime area
813,RAJASTHAN,JAIPUR RURAL,66638,High crime area
814,RAJASTHAN,JAIPUR SOUTH,47152,Low crime area
815,RAJASTHAN,JAIPUR WEST,24170,Low crime area
816,RAJASTHAN,JAISALMER,14343,Very low crime area
817,RAJASTHAN,JALORE,34623,Low crime area
818,RAJASTHAN,JHALAWAR,51489,High crime area
819,RAJASTHAN,JHUNJHUNU,56966,High crime area
820,RAJASTHAN,JODHPUR,33821,Low crime area
821,RAJASTHAN,JODHPUR CITY,21731,Low crime area
822,RAJASTHAN,JODHPUR EAST,8073,Very low crime area
823,RAJASTHAN,JODHPUR RURAL,25084,Low crime area
824,RAJASTHAN,JODHPUR WEST,8498,Very low crime area
825,RAJASTHAN,KARAULI,52998,High crime area
826,RAJASTHAN,KOTA,33935,Low crime area
827,RAJASTHAN,KOTA CITY,38205,Low crime area
828,RAJASTHAN,KOTA RURAL,19928,Very low crime area
829,RAJASTHAN,NAGAUR,62589,High crime area
830,RAJASTHAN,PALI,72227,High crime area
831,RAJASTHAN,PRAAPGARH,3124,Very low crime area
832,RAJASTHAN,PRATAPGARH,13308,Very low crime area
833,RAJASTHAN,RAJSAMAND,34774,Low crime area
834,RAJASTHAN,SAWAI MADHOPUR,48863,Low crime area
835,RAJASTHAN,SIKAR,67939,High crime area
836,RAJASTHAN,SIROHI,28739,Low crime area
837,RAJASTHAN,TONK,51604,High crime area
839,RAJASTHAN,UDAIPUR,101970,Very high crime area
841,SIKKIM,CID,7,Very low crime area
842,SIKKIM,EAST,4472,Very low crime area
843,SIKKIM,NORTH,509,Very low crime area
844,SIKKIM,SOUTH,2425,Very low crime area
846,SIKKIM,WEST,1503,Very low crime area
848,TAMIL NADU,ARIYALUR,13825,Very low crime area
849,TAMIL NADU,CHENGAI,43561,Low crime area
850,TAMIL NADU,CHENNAI,152842,Very high crime area
851,TAMIL NADU,CHENNAI RLY.,6695,Very low crime area
852,TAMIL NADU,CHENNAISUBURBAN,19404,Very low crime area
853,TAMIL NADU,COIMBATORE,4996,Very low crime area
854,TAMIL NADU,COIMBATORE CITY,4281,Very low crime area
855,TAMIL NADU,COIMBATORE RURAL,104076,Very high crime area
856,TAMIL NADU,COIMBATORE URBAN,70487,High crime area
857,TAMIL NADU,CUDDALORE,105767,Very high crime area
858,TAMIL NADU,CYBER CELL,3,Very low crime area
859,TAMIL NADU,DHARMAPURI,57130,High crime area
860,TAMIL NADU,DINDIGUL,72178,High crime area
861,TAMIL NADU,ERODE,85061,High crime area
862,TAMIL NADU,KANCHIPURAM,92038,High crime area
863,TAMIL NADU,KANYAKUMARI,58016,High crime area
864,TAMIL NADU,KARUR,34630,Low crime area
865,TAMIL NADU,KRISHNAGIRI,51483,High crime area
866,TAMIL NADU,MADURAI,8212,Very low crime area
867,TAMIL NADU,MADURAI CITY,3226,Very low crime area
868,TAMIL NADU,MADURAI RURAL,67930,High crime area
869,TAMIL NADU,MADURAI URBAN,39747,Low crime area
870,TAMIL NADU,NAGAPATTINAM,55637,High crime area
871,TAMIL NADU,NAMAKKAL,54430,High crime area
872,TAMIL NADU,NILGIRIS,19227,Very low crime area
873,TAMIL NADU,OTHER UNITS,0,Very low crime area
874,TAMIL NADU,PERAMBALUR,29358,Low crime area
875,TAMIL NADU,PUDUKOTTAI,49080,Low crime area
876,TAMIL NADU,RAILWAY CHENNAI,637,Very low crime area
877,TAMIL NADU,RAILWAY TRICHY,229,Very low crime area
878,TAMIL NADU,RAMNATHAPURAM,45179,Low crime area
879,TAMIL NADU,SALEM,4696,Very low crime area
880,TAMIL NADU,SALEM CITY,4504,Very low crime area
881,TAMIL NADU,SALEM RURAL,76313,High crime area
882,TAMIL NADU,SALEM URBAN,33443,Low crime area
883,TAMIL NADU,SIVAGANGAI,41184,Low crime area
884,TAMIL NADU,THANJAVUR,78491,High crime area
885,TAMIL NADU,THENI,55606,High crime area
886,TAMIL NADU,THIRUNELVELI,8490,Very low crime area
887,TAMIL NADU,THIRUNELVELI CITY,1623,Very low crime area
888,TAMIL NADU,THIRUNELVELI RURAL,94115,High crime area
889,TAMIL NADU,THIRUNELVELI URBAN,18073,Very low crime area
890,TAMIL NADU,THIRUVALLUR,49357,Low crime area
891,TAMIL NADU,THIRUVANNAMALAI,59673,High crime area
892,TAMIL NADU,THIRUVARUR,48316,Low crime area
893,TAMIL NADU,THOOTHUGUDI,71564,High crime area
894,TAMIL NADU,TIRUPPUR,34205,Low crime area
895,TAMIL NADU,TIRUPPUR CITY,2490,Very low crime area
897,TAMIL NADU,TRICHY,4688,Very low crime area
898,TAMIL NADU,TRICHY CITY,3074,Very low crime area
899,TAMIL NADU,TRICHY RLY.,2349,Very low crime area
900,TAMIL NADU,TRICHY RURAL,49715,Low crime area
901,TAMIL NADU,TRICHY URBAN,38979,Low crime area
902,TAMIL NADU,VELLORE,108817,Very high crime area
903,TAMIL NADU,VILLUPURAM,101405,Very high crime area
904,TAMIL NADU,VILUPPURAM,5959,Very low crime area
905,TAMIL NADU,VIRUDHUNAGAR,64227,High crime area
907,TELANGANA,ADILABAD,6036,Very low crime area
908,TELANGANA,CYBERABAD,19311,Very low crime area
909,TELANGANA,HYDERABAD CITY,18940,Very low crime area
910,TELANGANA,KARIMNAGAR,9382,Very low crime area
911,TELANGANA,KHAMMAM,11022,Very low crime area
912,TELANGANA,MAHABOOB NAGAR,7533,Very low crime area
913,TELANGANA,MEDAK,6931,Very low crime area
914,TELANGANA,NALGONDA,9254,Very low crime area
915,TELANGANA,NIZAMABAD,7053,Very low crime area
916,TELANGANA,RANGA REDDY,2309,Very low crime area
917,TELANGANA,SECUNDERABAD RAILWAY,860,Very low crime area
919,TELANGANA,WARANGAL,4407,Very low crime area
920,TELANGANA,WARANGAL URBAN,3792,Very low crime area
921,TRIPURA,DHALAI,5492,Very low crime area
922,TRIPURA,G. R. P.,9,Very low crime area
923,TRIPURA,G.R.P.,6,Very low crime area
924,TRIPURA,GOMATI,3021,Very low crime area
925,TRIPURA,GRP,35,Very low crime area
926,TRIPURA,KHIRI,848,Very low crime area
927,TRIPURA,KOWAI,338,Very low crime area
928,TRIPURA,NORTH,10421,Very low crime area
929,TRIPURA,SIPAHIJALA,2655,Very low crime area
930,TRIPURA,SOUTH,15119,Very low crime area
932,TRIPURA,UNAKOTI,1367,Very low crime area
933,TRIPURA,WEST,25131,Low crime area
935,UTTAR PRADESH,AGRA,96803,High crime area
936,UTTAR PRADESH,ALIGARH,70708,High crime area
937,UTTAR PRADESH,ALLAHABAD,75314,High crime area
938,UTTAR PRADESH,AMBEDKAR NAGAR,14930,Very low crime area
939,UTTAR PRADESH,AMETHI,3188,Very low crime area
940,UTTAR PRADESH,AMROHA,5226,Very low crime area
941,UTTAR PRADESH,AURAIYA,15211,Very low crime area
942,UTTAR PRADESH,AZAMGARH,27657,Low crime area
943,UTTAR PRADESH,BADAUN,33272,Low crime area
944,UTTAR PRADESH,BAGHPAT,18581,Very low crime area
945,UTTAR PRADESH,BAHRAICH,23522,Low crime area
946,UTTAR PRADESH,BALLIA,16554,Very low crime area
947,UTTAR PRADESH,BALRAMPUR,6681,Very low crime area
948,UTTAR PRADESH,BANDA,18797,Very low crime area
949,UTTAR PRADESH,BARABANKI,30359,Low crime area
950,UTTAR PRADESH,BAREILLY,67032,High crime area
951,UTTAR PRADESH,BASTI,14814,Very low crime area
952,UTTAR PRADESH,BHIM NAGAR,3651,Very low crime area
953,UTTAR PRADESH,BIJNOR,33419,Low crime area
954,UTTAR PRADESH,BULANDSHAHAR,47644,Low crime area
955,UTTAR PRADESH,CHANDOLI,11679,Very low crime area
956,UTTAR PRADESH,CHITRAKOOT,988,Very low crime area
957,UTTAR PRADESH,CHITRAKOOT DHAM,6358,Very low crime area
958,UTTAR PRADESH,CSM NAGAR,4011,Very low crime area
959,UTTAR PRADESH,DEORIA,17952,Very low crime area
960,UTTAR PRADESH,ETAH,33684,Low crime area
961,UTTAR PRADESH,ETAWAH,26873,Low crime area
962,UTTAR PRADESH,FAIZABAD,23639,Low crime area
963,UTTAR PRADESH,FATEHGARH,18246,Very low crime area
964,UTTAR PRADESH,FATEHPUR,23999,Low crime area
965,UTTAR PRADESH,FIROZABAD,39388,Low crime area
966,UTTAR PRADESH,G. R. P.,5158,Very low crime area
967,UTTAR PRADESH,G.R.P.,41303,Low crime area
968,UTTAR PRADESH,GAUTAMBUDH NAGAR,59920,High crime area
969,UTTAR PRADESH,GHAZIABAD,91175,High crime area
970,UTTAR PRADESH,GHAZIPUR,15436,Very low crime area
971,UTTAR PRADESH,GONDA,23121,Low crime area
972,UTTAR PRADESH,GORAKHPUR,46583,Low crime area
973,UTTAR PRADESH,HAMIRPUR,9449,Very low crime area
974,UTTAR PRADESH,HAPUR,3680,Very low crime area
975,UTTAR PRADESH,HARDOI,33197,Low crime area
976,UTTAR PRADESH,HATHRAS,24716,Low crime area
977,UTTAR PRADESH,J.P.NAGAR,15665,Very low crime area
978,UTTAR PRADESH,JALAUN,15794,Very low crime area
979,UTTAR PRADESH,JAUNPUR,25529,Low crime area
980,UTTAR PRADESH,JHANSI,20594,Low crime area
981,UTTAR PRADESH,KANNAUJ,17621,Very low crime area
982,UTTAR PRADESH,KANPUR DEHAT,18166,Very low crime area
983,UTTAR PRADESH,KANPUR NAGAR,89904,High crime area
984,UTTAR PRADESH,KANSHIRAM NAGAR,4803,Very low crime area
985,UTTAR PRADESH,KASGANJ,2571,Very low crime area
986,UTTAR PRADESH,KAUSHAMBI,16723,Very low crime area
987,UTTAR PRADESH,KHIRI,37910,Low crime area
988,UTTAR PRADESH,KUSHI NAGAR,18012,Very low crime area
989,UTTAR PRADESH,LALITPUR,8395,Very low crime area
990,UTTAR PRADESH,LUCKNOW,147067,Very high crime area
991,UTTAR PRADESH,MAHARAJGANJ,12604,Very low crime area
992,UTTAR PRADESH,MAHOBA,8370,Very low crime area
993,UTTAR PRADESH,MAINPURI,26941,Low crime area
994,UTTAR PRADESH,MATHURA,49353,Low crime area
995,UTTAR PRADESH,MAU,15558,Very low crime area
996,UTTAR PRADESH,MEERUT,80443,High crime area
997,UTTAR PRADESH,MIRZAPUR,13069,Very low crime area
998,UTTAR PRADESH,MORADABAD,51986,High crime area
999,UTTAR PRADESH,MUZAFFARNAGAR,51989,High crime area
1000,UTTAR PRADESH,PANCHSHIL NAGAR,3824,Very low crime area
1001,UTTAR PRADESH,PILIBHIT,28294,Low crime area
1002,UTTAR PRADESH,PRABUDDH NAGAR,2554,Very low crime area
1003,UTTAR PRADESH,PRATAPGARH,29728,Low crime area
1004,UTTAR PRADESH,RAIBAREILLY,26464,Low crime area
1005,UTTAR PRADESH,RAMABAI NAGAR,5680,Very low crime area
1006,UTTAR PRADESH,RAMPUR,26039,Low crime area
1007,UTTAR PRADESH,SAHARANPUR,39507,Low crime area
1008,UTTAR PRADESH,SAMBHAL,4371,Very low crime area
1009,UTTAR PRADESH,SANT KABIRNAGAR,8995,Very low crime area
1010,UTTAR PRADESH,SHAHJAHANPUR,34046,Low crime area
1011,UTTAR PRADESH,SHAMLI,3084,Very low crime area
1012,UTTAR PRADESH,SHRAWASTI,7352,Very low crime area
1013,UTTAR PRADESH,SIDHARTHNAGAR,10132,Very low crime area
1014,UTTAR PRADESH,SITAPUR,45655,Low crime area
1015,UTTAR PRADESH,SONBHADRA,10063,Very low crime area
1016,UTTAR PRADESH,ST.RAVIDASNAGAR,6458,Very low crime area
1017,UTTAR PRADESH,SULTANPUR,25496,Low crime area
1019,UTTAR PRADESH,UNNAO,31055,Low crime area
1020,UTTAR PRADESH,VARANASI,43207,Low crime area
1022,UTTARAKHAND,ALMORA,3095,Very low crime area
1023,UTTARAKHAND,BAGESHWAR,1212,Very low crime area
1024,UTTARAKHAND,CHAMOLI,2256,Very low crime area
1025,UTTARAKHAND,CHAMPAWAT,1396,Very low crime area
1026,UTTARAKHAND,DEHRADUN,29316,Low crime area
1027,UTTARAKHAND,HARIDWAR,32042,Low crime area
1028,UTTARAKHAND,NAINITAL,12148,Very low crime area
1029,UTTARAKHAND,PAURI GARHWAL,4498,Very low crime area
1030,UTTARAKHAND,PITHORAGARH,3033,Very low crime area
1031,UTTARAKHAND,RUDRA PRAYAG,1504,Very low crime area
1032,UTTARAKHAND,TEHRI GARHWAL,2817,Very low crime area
1034,UTTARAKHAND,UDHAMSINGH NAGAR,26298,Low crime area
1035,UTTARAKHAND,UTTARKASHI,2290,Very low crime area
1037,WEST BENGAL,24 PARGANAS NORTH,136204,Very high crime area
1038,WEST BENGAL,24 PARGANAS SOUTH,136479,Very high crime area
1039,WEST BENGAL,ALIPURDUAR,3355,Very low crime area
1040,WEST BENGAL,ASANSOL,24462,Low crime area
1041,WEST BENGAL,ASANSOL-DURGAPUR PC,4738,Very low crime area
1042,WEST BENGAL,BANKURA,25391,Low crime area
1043,WEST BENGAL,BARRACKPUR PC,8087,Very low crime area
1044,WEST BENGAL,BDN CP,5937,Very low crime area
1045,WEST BENGAL,BIDAR,3014,Very low crime area
1046,WEST BENGAL,BIRBHUM,32853,Low crime area
1047,WEST BENGAL,BKP CP,13189,Very low crime area
1048,WEST BENGAL,BURDWAN,64972,High crime area
1049,WEST BENGAL,COOCHBEHAR,35997,Low crime area
1050,WEST BENGAL,DAKSHIN DINAJPUR,22445,Low crime area
1051,WEST BENGAL,DARJEELING,28856,Low crime area
1052,WEST BENGAL,HOOGHLY,62879,High crime area
